method,risk,auroc,accuracy,balanced_accuracy,brier,obs_risk,obs_auroc,obs_accuracy,obs_balanced_accuracy,obs_brier,auroc_lo,auroc_hi,auroc_width,worstcase_risk,minimax_regret,dataset,seed,gamma0,selection_rate,true_prevalence,abstention_rate,gamma,criterion,direction
Imputation,0.2825235820606798,0.7807321385328225,0.9078571428571428,0.5164204686879207,0.07402962312233288,0.20257868462393555,0.7103219371821913,0.9511879049676026,0.49954627949183306,0.044712863174342116,0.6857882064514058,0.8460911923854849,0.1603029859340791,0.3049896725993968,0.042899662940286784,mimic_sim,2,2.5000000000615885,0.554,0.09266666666666666,,,,
Heckman(rho=+0.31),0.25680681406270467,0.8387214928508262,0.9095238095238095,0.5127222712766926,0.07290268876350116,0.16820949710957897,0.8186957374797665,0.9524838012958964,0.5045045045045045,0.04272260850968898,0.6887358021521327,0.8433348007605791,0.1545989986084464,0.31369769997687136,0.047103305247703606,mimic_sim,2,2.5000000000615885,0.554,0.09266666666666666,,,,
DCL(G=1),0.256537140490111,0.8093848209654234,0.9083333333333333,0.5074496839415601,0.07328299629019004,0.16962791105174121,0.7741412010921993,0.9516198704103672,0.49977313974591653,0.043274635159254456,0.7173705304914334,0.8612650069773954,0.143894476485962,0.28068702861183426,0.011516200106841717,mimic_sim,2,2.5000000000615885,0.554,0.09266666666666666,0.0,1.0,risk,two-sided
DCL-reg(G=1),0.256537140490111,0.8093848209654234,0.9083333333333333,0.5074496839415601,0.07328299629019004,0.16962791105174121,0.7741412010921993,0.9516198704103672,0.49977313974591653,0.043274635159254456,0.7173705304914334,0.8612650069773954,0.143894476485962,0.28068702861183426,0.011516200106841717,mimic_sim,2,2.5000000000615885,0.554,0.09266666666666666,0.0,1.0,regret,two-sided
DCL(G=1.5),0.2509982126352255,0.8117308912976169,0.9076190476190477,0.5012853470437018,0.0718429172507252,0.16913579929391961,0.7776728634260395,0.9520518358531318,0.5,0.043399426228491446,0.7174625971631473,0.8611239621301094,0.14366136496696214,0.2732907793051397,0.01107323568053319,mimic_sim,2,2.5000000000615885,0.554,0.09266666666666666,0.006190476190476191,1.5,risk,two-sided
DCL-reg(G=1.5),0.2558140595406629,0.8096762247559661,0.9083333333333333,0.5074496839415601,0.07313406951959797,0.16942870986103184,0.7746357973218226,0.9516198704103672,0.49977313974591653,0.043262543381100915,0.7174069339523098,0.8612520597297538,0.14384512577744402,0.27974400646304876,0.010573177958056143,mimic_sim,2,2.5000000000615885,0.554,0.09266666666666666,0.0,1.5,regret,two-sided
DCL(G=2),0.24935880892042986,0.8132061229872397,0.9073809523809524,0.5,0.07136746190321505,0.17036369633363507,0.7800927061362632,0.9520518358531318,0.5,0.043878718911417786,0.7173771471409456,0.8609247746175015,0.14354762747655592,0.2701822832224468,0.0182596826539077,mimic_sim,2,2.5000000000615885,0.554,0.09266666666666666,0.01119047619047619,2.0,risk,two-sided
DCL-reg(G=2),0.2545785940790317,0.8102232814090452,0.9083333333333333,0.5074496839415601,0.07287265685708368,0.16913185119665877,0.775526888049574,0.9516198704103672,0.49977313974591653,0.04325018125396493,0.7174580988313757,0.8612236809898706,0.1437655821584949,0.2780982631405058,0.008927434635513312,mimic_sim,2,2.5000000000615885,0.554,0.09266666666666666,0.0,2.0,regret,two-sided
DCL(G=3),0.2513656485360853,0.8148223347514534,0.9073809523809524,0.5,0.07189896295404526,0.17515016186698718,0.7828313794738477,0.9520518358531318,0.5,0.04537105247597442,0.7170564224902783,0.860519803438336,0.14346338094805766,0.26996229740228095,0.0326051490072337,mimic_sim,2,2.5000000000615885,0.554,0.09266666666666666,0.019761904761904762,3.0,risk,two-sided
DCL-reg(G=3),0.25242889834808807,0.8112742237832712,0.9083333333333333,0.5074496839415601,0.07238912842798026,0.16883937042435712,0.7771987050571443,0.9516198704103672,0.49977313974591653,0.04327382428223714,0.7175208800423869,0.8611393763509556,0.1436184963085687,0.2750652429435953,0.008709852643765217,mimic_sim,2,2.5000000000615885,0.554,0.09266666666666666,0.0,3.0,regret,two-sided
DCL(G=5),0.26239089931243476,0.816589982050336,0.9073809523809524,0.5,0.07525702029949213,0.187428917916933,0.7858725331502101,0.9520518358531318,0.5,0.049046771307198714,0.7162138147640862,0.8596495022758532,0.14343568751176705,0.27827158420688447,0.05862275945966722,mimic_sim,2,2.5000000000615885,0.554,0.09266666666666666,0.03619047619047619,5.0,risk,two-sided
DCL-reg(G=5),0.25047611707055284,0.8130334392595105,0.9083333333333333,0.5074496839415601,0.07186743894824202,0.1695243565012679,0.7800640931312436,0.9516198704103672,0.49977313974591653,0.043500732348164366,0.7174870012873084,0.8609460134757104,0.14345901218840207,0.2716407561810709,0.014617717087756629,mimic_sim,2,2.5000000000615885,0.554,0.09266666666666666,0.0,5.0,regret,two-sided
Manski(G=inf),0.5548561840101762,0.7514217739340658,0.9073809523809524,0.5,0.1854289489933116,0.5058226844641279,0.7705870571115581,0.9520518358531318,0.5,0.16310543338067265,0.639933165844249,0.760422360753369,0.12048919490912002,0.558549127847662,0.394548589880776,mimic_sim,2,2.5000000000615885,0.554,0.09266666666666666,,,,
ORACLE(uncensored),0.25954632056074484,0.8235779393839642,0.905952380952381,0.586928044174656,0.07315263447661405,0.18024399263456117,0.7913580549696702,0.9434125269978402,0.5211286604208565,0.045849321700039795,0.6847349303392578,0.8403815455603578,0.15564661522110002,0.3191285032802895,0.0684779214644151,mimic_sim,2,2.5000000000615885,0.554,0.09266666666666666,,,,
DCL-dir(G=1),0.256537140490111,0.8093848209654234,0.9083333333333333,0.5074496839415601,0.07328299629019004,0.16962791105174121,0.7741412010921993,0.9516198704103672,0.49977313974591653,0.043274635159254456,0.7173705304914334,0.8612650069773954,0.143894476485962,0.28068702861183426,0.011516200106841717,mimic_sim,2,2.5000000000615885,0.554,0.09266666666666666,0.0,1.0,risk,censored-higher
DCL-dir-reg(G=1),0.256537140490111,0.8093848209654234,0.9083333333333333,0.5074496839415601,0.07328299629019004,0.16962791105174121,0.7741412010921993,0.9516198704103672,0.49977313974591653,0.043274635159254456,0.7173705304914334,0.8612650069773954,0.143894476485962,0.28068702861183426,0.011516200106841717,mimic_sim,2,2.5000000000615885,0.554,0.09266666666666666,0.0,1.0,regret,censored-higher
DCL-dir(G=1.5),0.2509084151642996,0.8117335894808628,0.9083333333333333,0.5074496839415601,0.07179835638053814,0.16916833013524504,0.7776708196399666,0.9516198704103672,0.49977313974591653,0.04341566257710132,0.71746762174721,0.8611277642462719,0.1436601424990619,0.2733321883322585,0.01103117117072345,mimic_sim,2,2.5000000000615885,0.554,0.09266666666666666,0.004523809523809524,1.5,risk,censored-higher
DCL-dir-reg(G=1.5),0.25311486609103406,0.8106570143658022,0.9088095238095238,0.5123286737957164,0.0723891122398579,0.16914811038658717,0.7760950605778192,0.9516198704103672,0.49977313974591653,0.04330430969954974,0.7174570131069218,0.8612123769679016,0.14375536386097987,0.2765289047035362,0.008326670387439377,mimic_sim,2,2.5000000000615885,0.554,0.09266666666666666,0.0,1.5,regret,censored-higher
DCL-dir(G=2),0.24925768769034978,0.8132223120867141,0.9083333333333333,0.5074496839415601,0.07131724357809252,0.1703962271749605,0.7800886185641176,0.9516198704103672,0.49977313974591653,0.04389495526002766,0.7173932276442179,0.8609377929514915,0.14354456530727366,0.27022537993022544,0.018212715221248135,mimic_sim,2,2.5000000000615885,0.554,0.09266666666666666,0.009285714285714286,2.0,risk,censored-higher
DCL-dir-reg(G=2),0.25109330109424166,0.811579793035854,0.9095238095238095,0.5184930106935748,0.07183776126435597,0.16915040290629585,0.777468484818757,0.9516198704103672,0.49977313974591653,0.04340668782596516,0.7174770218138286,0.861139413693126,0.1436623918792974,0.27391910300902866,0.010526640674185657,mimic_sim,2,2.5000000000615885,0.554,0.09266666666666666,0.0,2.0,regret,censored-higher
DCL-dir(G=3),0.2512645273060053,0.8148682038666314,0.9083333333333333,0.5074496839415601,0.07184874462892271,0.1751826927083126,0.7828232043295565,0.9516198704103672,0.49977313974591653,0.0453872888245843,0.7170948687809914,0.8605539314997643,0.14345906271877296,0.2700053941100596,0.03255818157457413,mimic_sim,2,2.5000000000615885,0.554,0.09266666666666666,0.017857142857142856,3.0,risk,censored-higher
DCL-dir-reg(G=3),0.24927564759399043,0.8128958319139765,0.9102380952380953,0.5269656433581859,0.07130049941862329,0.1699228218117813,0.779643073200242,0.9520518358531318,0.5085552885008421,0.04372619066885531,0.7174372079383924,0.8609902055711671,0.14355299763277474,0.27121124539313435,0.01627424771224243,mimic_sim,2,2.5000000000615885,0.554,0.09266666666666666,0.0,3.0,regret,censored-higher
DCL-dir(G=5),0.26228977808235465,0.8166918384678636,0.9083333333333333,0.5074496839415601,0.07520680197436957,0.18746144875825846,0.7858582266477003,0.9516198704103672,0.49977313974591653,0.04906300765580859,0.7163095572480234,0.8597417953463498,0.1434322380983264,0.2783146809146631,0.05857579202700765,mimic_sim,2,2.5000000000615885,0.554,0.09266666666666666,0.03428571428571429,5.0,risk,censored-higher
DCL-dir-reg(G=5),0.24947037380329518,0.8144965291245272,0.9107142857142857,0.5422319641627301,0.07124866944996722,0.17270908026220388,0.7821691927862526,0.9516198704103672,0.5126060724971796,0.04453873548710529,0.7172577797022784,0.8607233706895265,0.1434655909872481,0.270218101937307,0.026285240092944168,mimic_sim,2,2.5000000000615885,0.554,0.09266666666666666,0.0,5.0,regret,censored-higher
